x,y,z
-2.0,-2.0,8.0
-1.96,-2.0,7.8416
-1.92,-2.0,7.6864
-1.88,-2.0,7.5344
-1.84,-2.0,7.3856
-1.8,-2.0,7.24
-1.76,-2.0,7.0976
-1.72,-2.0,6.958399999999999
-1.68,-2.0,6.8224
-1.6400000000000001,-2.0,6.6896
-1.6,-2.0,6.5600000000000005
-1.56,-2.0,6.4336
-1.52,-2.0,6.3104
-1.48,-2.0,6.1904
-1.44,-2.0,6.0736
-1.4,-2.0,5.96
-1.3599999999999999,-2.0,5.8496
-1.3199999999999998,-2.0,5.7424
-1.28,-2.0,5.6384
-1.24,-2.0,5.5376
-1.2,-2.0,5.4399999999999995
-1.1600000000000001,-2.0,5.3456
-1.12,-2.0,5.2544
-1.08,-2.0,5.1664
-1.04,-2.0,5.0816
-1.0,-2.0,5.0
-0.96,-2.0,4.9216
-0.9199999999999999,-2.0,4.8464
-0.8799999999999999,-2.0,4.7744
-0.8400000000000001,-2.0,4.7056000000000004
-0.8,-2.0,4.640000000000001
-0.76,-2.0,4.5776
-0.72,-2.0,4.5184
-0.6799999999999999,-2.0,4.4624
-0.6399999999999999,-2.0,4.4096
-0.5999999999999999,-2.0,4.359999999999999
-0.56,-2.0,4.3136
-0.52,-2.0,4.2704
-0.48,-2.0,4.2304
-0.43999999999999995,-2.0,4.1936
-0.3999999999999999,-2.0,4.16
-0.3599999999999999,-2.0,4.1296
-0.32000000000000006,-2.0,4.1024
-0.28,-2.0,4.0784
-0.24,-2.0,4.0576
-0.19999999999999996,-2.0,4.04
-0.15999999999999992,-2.0,4.0256
-0.11999999999999988,-2.0,4.0144
-0.08000000000000007,-2.0,4.0064
-0.040000000000000036,-2.0,4.0016
0.0,-2.0,4.0
0.040000000000000036,-2.0,4.0016
0.08000000000000007,-2.0,4.0064
0.1200000000000001,-2.0,4.0144
0.16000000000000014,-2.0,4.0256
0.20000000000000018,-2.0,4.04
0.2400000000000002,-2.0,4.0576
0.28000000000000025,-2.0,4.0784
0.31999999999999984,-2.0,4.1024
0.3599999999999999,-2.0,4.1296
0.3999999999999999,-2.0,4.16
0.43999999999999995,-2.0,4.1936
0.48,-2.0,4.2304
0.52,-2.0,4.2704
0.56,-2.0,4.3136
0.6000000000000001,-2.0,4.36
0.6400000000000001,-2.0,4.4096
0.6800000000000002,-2.0,4.462400000000001
0.7200000000000002,-2.0,4.518400000000001
0.7600000000000002,-2.0,4.5776
0.8000000000000003,-2.0,4.640000000000001
0.8399999999999999,-2.0,4.7056
0.8799999999999999,-2.0,4.7744
0.9199999999999999,-2.0,4.8464
0.96,-2.0,4.9216
1.0,-2.0,5.0
1.04,-2.0,5.0816
1.08,-2.0,5.1664
1.12,-2.0,5.2544
1.1600000000000001,-2.0,5.3456
1.2000000000000002,-2.0,5.44
1.2400000000000002,-2.0,5.5376
1.2800000000000002,-2.0,5.638400000000001
1.3200000000000003,-2.0,5.742400000000001
1.3599999999999999,-2.0,5.8496
1.4,-2.0,5.96
1.44,-2.0,6.0736
1.48,-2.0,6.1904
1.52,-2.0,6.3104
1.56,-2.0,6.4336
1.6,-2.0,6.5600000000000005
1.6400000000000001,-2.0,6.6896
1.6800000000000002,-2.0,6.8224
1.7200000000000002,-2.0,6.958400000000001
1.7600000000000002,-2.0,7.097600000000001
1.8000000000000003,-2.0,7.240000000000001
1.8399999999999999,-2.0,7.385599999999999
1.88,-2.0,7.5344
1.92,-2.0,7.6864
1.96,-2.0,7.8416
2.0,-2.0,8.0
-2.0,-1.96,7.8416
-1.96,-1.96,7.683199999999999
-1.92,-1.96,7.528
-1.88,-1.96,7.3759999999999994
-1.84,-1.96,7.2272
-1.8,-1.96,7.0816
-1.76,-1.96,6.9392
-1.72,-1.96,6.799999999999999
-1.68,-1.96,6.664
-1.6400000000000001,-1.96,6.5312
-1.6,-1.96,6.4016
-1.56,-1.96,6.2752
-1.52,-1.96,6.151999999999999
-1.48,-1.96,6.032
-1.44,-1.96,5.9152
-1.4,-1.96,5.8016
-1.3599999999999999,-1.96,5.691199999999999
-1.3199999999999998,-1.96,5.584
-1.28,-1.96,5.4799999999999995
-1.24,-1.96,5.3792
-1.2,-1.96,5.281599999999999
-1.1600000000000001,-1.96,5.1872
-1.12,-1.96,5.096
-1.08,-1.96,5.008
-1.04,-1.96,4.9232
-1.0,-1.96,4.8416
-0.96,-1.96,4.763199999999999
-0.9199999999999999,-1.96,4.688
-0.8799999999999999,-1.96,4.616
-0.8400000000000001,-1.96,4.5472
-0.8,-1.96,4.4816
-0.76,-1.96,4.4192
-0.72,-1.96,4.359999999999999
-0.6799999999999999,-1.96,4.303999999999999
-0.6399999999999999,-1.96,4.2512
-0.5999999999999999,-1.96,4.201599999999999
-0.56,-1.96,4.1552
-0.52,-1.96,4.112
-0.48,-1.96,4.072
-0.43999999999999995,-1.96,4.0352
-0.3999999999999999,-1.96,4.0016
-0.3599999999999999,-1.96,3.9711999999999996
-0.32000000000000006,-1.96,3.944
-0.28,-1.96,3.9199999999999995
-0.24,-1.96,3.8991999999999996
-0.19999999999999996,-1.96,3.8815999999999997
-0.15999999999999992,-1.96,3.8671999999999995
-0.11999999999999988,-1.96,3.856
-0.08000000000000007,-1.96,3.848
-0.040000000000000036,-1.96,3.8431999999999995
0.0,-1.96,3.8415999999999997
0.040000000000000036,-1.96,3.8431999999999995
0.08000000000000007,-1.96,3.848
0.1200000000000001,-1.96,3.856
0.16000000000000014,-1.96,3.8671999999999995
0.20000000000000018,-1.96,3.8815999999999997
0.2400000000000002,-1.96,3.8992
0.28000000000000025,-1.96,3.92
0.31999999999999984,-1.96,3.9439999999999995
0.3599999999999999,-1.96,3.9711999999999996
0.3999999999999999,-1.96,4.0016
0.43999999999999995,-1.96,4.0352
0.48,-1.96,4.072
0.52,-1.96,4.112
0.56,-1.96,4.1552
0.6000000000000001,-1.96,4.2016
0.6400000000000001,-1.96,4.2512
0.6800000000000002,-1.96,4.304
0.7200000000000002,-1.96,4.36
0.7600000000000002,-1.96,4.4192
0.8000000000000003,-1.96,4.4816
0.8399999999999999,-1.96,4.547199999999999
0.8799999999999999,-1.96,4.616
0.9199999999999999,-1.96,4.688
0.96,-1.96,4.763199999999999
1.0,-1.96,4.8416
1.04,-1.96,4.9232
1.08,-1.96,5.008
1.12,-1.96,5.096
1.1600000000000001,-1.96,5.1872
1.2000000000000002,-1.96,5.2816
1.2400000000000002,-1.96,5.3792
1.2800000000000002,-1.96,5.48
1.3200000000000003,-1.96,5.5840000000000005
1.3599999999999999,-1.96,5.691199999999999
1.4,-1.96,5.8016
1.44,-1.96,5.9152
1.48,-1.96,6.032
1.52,-1.96,6.151999999999999
1.56,-1.96,6.2752
1.6,-1.96,6.4016
1.6400000000000001,-1.96,6.5312
1.6800000000000002,-1.96,6.664
1.7200000000000002,-1.96,6.800000000000001
1.7600000000000002,-1.96,6.9392000000000005
1.8000000000000003,-1.96,7.081600000000001
1.8399999999999999,-1.96,7.227199999999999
1.88,-1.96,7.3759999999999994
1.92,-1.96,7.528
1.96,-1.96,7.683199999999999
2.0,-1.96,7.8416
-2.0,-1.92,7.6864
-1.96,-1.92,7.528
-1.92,-1.92,7.3728
-1.88,-1.92,7.2208
-1.84,-1.92,7.072
-1.8,-1.92,6.9264
-1.76,-1.92,6.784
-1.72,-1.92,6.6448
-1.68,-1.92,6.508799999999999
-1.6400000000000001,-1.92,6.376
-1.6,-1.92,6.2464
-1.56,-1.92,6.12
-1.52,-1.92,5.9968
-1.48,-1.92,5.876799999999999
-1.44,-1.92,5.76
-1.4,-1.92,5.6464
-1.3599999999999999,-1.92,5.536
-1.3199999999999998,-1.92,5.428799999999999
-1.28,-1.92,5.3248
-1.24,-1.92,5.224
-1.2,-1.92,5.1264
-1.1600000000000001,-1.92,5.032
-1.12,-1.92,4.9408
-1.08,-1.92,4.8528
-1.04,-1.92,4.768
-1.0,-1.92,4.6864
-0.96,-1.92,4.608
-0.9199999999999999,-1.92,4.5328
-0.8799999999999999,-1.92,4.4608
-0.8400000000000001,-1.92,4.392
-0.8,-1.92,4.3264
-0.76,-1.92,4.264
-0.72,-1.92,4.2048
-0.6799999999999999,-1.92,4.1488
-0.6399999999999999,-1.92,4.096
-0.5999999999999999,-1.92,4.046399999999999
-0.56,-1.92,4.0
-0.52,-1.92,3.9568
-0.48,-1.92,3.9168
-0.43999999999999995,-1.92,3.88
-0.3999999999999999,-1.92,3.8464
-0.3599999999999999,-1.92,3.816
-0.32000000000000006,-1.92,3.7888
-0.28,-1.92,3.7647999999999997
-0.24,-1.92,3.7439999999999998
-0.19999999999999996,-1.92,3.7264
-0.15999999999999992,-1.92,3.7119999999999997
-0.11999999999999988,-1.92,3.7008
-0.08000000000000007,-1.92,3.6928
-0.040000000000000036,-1.92,3.6879999999999997
0.0,-1.92,3.6864
0.040000000000000036,-1.92,3.6879999999999997
0.08000000000000007,-1.92,3.6928
0.1200000000000001,-1.92,3.7008
0.16000000000000014,-1.92,3.7119999999999997
0.20000000000000018,-1.92,3.7264
0.2400000000000002,-1.92,3.744
0.28000000000000025,-1.92,3.7648
0.31999999999999984,-1.92,3.7887999999999997
0.3599999999999999,-1.92,3.816
0.3999999999999999,-1.92,3.8464
0.43999999999999995,-1.92,3.88
0.48,-1.92,3.9168
0.52,-1.92,3.9568
0.56,-1.92,4.0
0.6000000000000001,-1.92,4.0464
0.6400000000000001,-1.92,4.096
0.6800000000000002,-1.92,4.1488000000000005
0.7200000000000002,-1.92,4.2048000000000005
0.7600000000000002,-1.92,4.264
0.8000000000000003,-1.92,4.3264000000000005
0.8399999999999999,-1.92,4.3919999999999995
0.8799999999999999,-1.92,4.4608
0.9199999999999999,-1.92,4.5328
0.96,-1.92,4.608
1.0,-1.92,4.6864
1.04,-1.92,4.768
1.08,-1.92,4.8528
1.12,-1.92,4.9408
1.1600000000000001,-1.92,5.032
1.2000000000000002,-1.92,5.1264
1.2400000000000002,-1.92,5.224
1.2800000000000002,-1.92,5.324800000000001
1.3200000000000003,-1.92,5.428800000000001
1.3599999999999999,-1.92,5.536
1.4,-1.92,5.6464
1.44,-1.92,5.76
1.48,-1.92,5.876799999999999
1.52,-1.92,5.9968
1.56,-1.92,6.12
1.6,-1.92,6.2464
1.6400000000000001,-1.92,6.376
1.6800000000000002,-1.92,6.508800000000001
1.7200000000000002,-1.92,6.6448
1.7600000000000002,-1.92,6.784000000000001
1.8000000000000003,-1.92,6.926400000000001
1.8399999999999999,-1.92,7.071999999999999
1.88,-1.92,7.2208
1.92,-1.92,7.3728
1.96,-1.92,7.528
2.0,-1.92,7.6864
-2.0,-1.88,7.5344
-1.96,-1.88,7.3759999999999994
-1.92,-1.88,7.2208
-1.88,-1.88,7.0687999999999995
-1.84,-1.88,6.92
-1.8,-1.88,6.7744
-1.76,-1.88,6.632
-1.72,-1.88,6.492799999999999
-1.68,-1.88,6.3568
-1.6400000000000001,-1.88,6.224
-1.6,-1.88,6.0944
-1.56,-1.88,5.968
-1.52,-1.88,5.844799999999999
-1.48,-1.88,5.7248
-1.44,-1.88,5.608
-1.4,-1.88,5.4944
-1.3599999999999999,-1.88,5.3839999999999995
-1.3199999999999998,-1.88,5.2768
-1.28,-1.88,5.1728
-1.24,-1.88,5.072
-1.2,-1.88,4.974399999999999
-1.1600000000000001,-1.88,4.88
-1.12,-1.88,4.7888
-1.08,-1.88,4.7008
-1.04,-1.88,4.616
-1.0,-1.88,4.5344
-0.96,-1.88,4.4559999999999995
-0.9199999999999999,-1.88,4.3808
-0.8799999999999999,-1.88,4.3088
-0.8400000000000001,-1.88,4.24
-0.8,-1.88,4.1744
-0.76,-1.88,4.112
-0.72,-1.88,4.0527999999999995
-0.6799999999999999,-1.88,3.9967999999999995
-0.6399999999999999,-1.88,3.9439999999999995
-0.5999999999999999,-1.88,3.8943999999999996
-0.56,-1.88,3.848
-0.52,-1.88,3.8047999999999997
-0.48,-1.88,3.7647999999999997
-0.43999999999999995,-1.88,3.7279999999999998
-0.3999999999999999,-1.88,3.6944
-0.3599999999999999,-1.88,3.6639999999999997
-0.32000000000000006,-1.88,3.6368
-0.28,-1.88,3.6127999999999996
-0.24,-1.88,3.5919999999999996
-0.19999999999999996,-1.88,3.5744
-0.15999999999999992,-1.88,3.5599999999999996
-0.11999999999999988,-1.88,3.5488
-0.08000000000000007,-1.88,3.5408
-0.040000000000000036,-1.88,3.5359999999999996
0.0,-1.88,3.5343999999999998
0.040000000000000036,-1.88,3.5359999999999996
0.08000000000000007,-1.88,3.5408
0.1200000000000001,-1.88,3.5488
0.16000000000000014,-1.88,3.5599999999999996
0.20000000000000018,-1.88,3.5744
0.2400000000000002,-1.88,3.592
0.28000000000000025,-1.88,3.6128
0.31999999999999984,-1.88,3.6367999999999996
0.3599999999999999,-1.88,3.6639999999999997
0.3999999999999999,-1.88,3.6944
0.43999999999999995,-1.88,3.7279999999999998
0.48,-1.88,3.7647999999999997
0.52,-1.88,3.8047999999999997
0.56,-1.88,3.848
0.6000000000000001,-1.88,3.8944
0.6400000000000001,-1.88,3.944
0.6800000000000002,-1.88,3.9968
0.7200000000000002,-1.88,4.0528
0.7600000000000002,-1.88,4.112
0.8000000000000003,-1.88,4.1744
0.8399999999999999,-1.88,4.239999999999999
0.8799999999999999,-1.88,4.3088
0.9199999999999999,-1.88,4.3808
0.96,-1.88,4.4559999999999995
1.0,-1.88,4.5344
1.04,-1.88,4.616
1.08,-1.88,4.7008
1.12,-1.88,4.7888
1.1600000000000001,-1.88,4.88
1.2000000000000002,-1.88,4.9744
1.2400000000000002,-1.88,5.072
1.2800000000000002,-1.88,5.1728000000000005
1.3200000000000003,-1.88,5.276800000000001
1.3599999999999999,-1.88,5.3839999999999995
1.4,-1.88,5.4944
1.44,-1.88,5.608
1.48,-1.88,5.7248
1.52,-1.88,5.844799999999999
1.56,-1.88,5.968
1.6,-1.88,6.0944
1.6400000000000001,-1.88,6.224
1.6800000000000002,-1.88,6.3568
1.7200000000000002,-1.88,6.492800000000001
1.7600000000000002,-1.88,6.632000000000001
1.8000000000000003,-1.88,6.774400000000001
1.8399999999999999,-1.88,6.919999999999999
1.88,-1.88,7.0687999999999995
1.92,-1.88,7.2208
1.96,-1.88,7.3759999999999994
2.0,-1.88,7.5344
-2.0,-1.84,7.3856
-1.96,-1.84,7.2272
-1.92,-1.84,7.072
-1.88,-1.84,6.92
-1.84,-1.84,6.7712
-1.8,-1.84,6.6256
-1.76,-1.84,6.4832
-1.72,-1.84,6.343999999999999
-1.68,-1.84,6.208
-1.6400000000000001,-1.84,6.075200000000001
-1.6,-1.84,5.945600000000001
-1.56,-1.84,5.8192
-1.52,-1.84,5.696
-1.48,-1.84,5.5760000000000005
